Donor_Group	Recip_Group	Frag_Length	Gene	Recipient_strains
16d	11	52	ettA_1	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
16d	9	52	ettA_1	ERR068027,ERR129106,ERR129116,ERR069830,ERR065311,ERR069777,ERR069807,ERR065306,ERR069743,ERR067980,ERR065955,ERR065322,ERR129192,ERR065339,ERR067973,ERR129141
16d	16h	52	ettA_1	ERR069785,ERR129162,ERR124252,ERR067982,ERR065958,ERR069797,ERR069821
16d	16e	52	ettA_1	ERR067975
16d	16c	52	ettA_1	ERR129044,ERR069820,ERR129084,ERR129194
16d	16a	52	ettA_1	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
16d	1	52	ettA_1	ERR124256,ERR069809,ERR068048,ERR065350,ERR068018,ERR069731,ERR065347,ERR129201
16d	16d	52	ettA_1	ERR069819,ERR065295,ERR069813,ERR069838
4	9	28	group_196	ERR129082
6	16c	63	tdk	ERR129110
16g	16c	88	group_1453	ERR129044,ERR069820,ERR129084,ERR129194
11	8	111	ruvB_1	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687,ERR069817,ERR129207,ERR129160,ERR129170,ERR129112,ERR068017,ERR124269,ERR069717,ERR067974,ERR129108,ERR069711,ERR129059,ERR067960,ERR068050,ERR129032,ERR065317,ERR069774,ERR069829,ERR129120,ERR129197,ERR069696,ERR129072,ERR069781,ERR129186,ERR069805,ERR129183,ERR068034,ERR069691,ERR129153,ERR124281,ERR124267,ERR069745,ERR129081,ERR129142,ERR124284,ERR129175,ERR124263,ERR069704,ERR129025,ERR129209,ERR069761,ERR129034,ERR069828,ERR129046,ERR124225,ERR068011,ERR065288,ERR129091,ERR129118,ERR065291,ERR129121,ERR129123,ERR129174,ERR065337,ERR124251,ERR065975,ERR124234,ERR068038,ERR129125,ERR069705,ERR065328,ERR124313,ERR069758,ERR124280,ERR129033,ERR069684,ERR069753,ERR069776,ERR069794,ERR124295,ERR065340,ERR068024,ERR065323,ERR065319,ERR124270
7	10	498	ruvB_1	ERR068025,ERR069811,ERR129152,ERR124310,ERR065327,ERR129048,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305
11	15	111	ruvB_1	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR068036,ERR065314,ERR129036,ERR129078,ERR069699,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
11	6	111	ruvB_1	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023
11	16f	111	ruvB_1	ERR129064
7	16c	498	ruvB_1	ERR129181
9	14	83	rlmL	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
12	16a	90	proA	ERR069814,ERR068007,ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
12	7	90	proA	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
12	16d	90	proA	ERR069735,ERR069819,ERR069782,ERR069813,ERR065957,ERR069838
12	13	90	proA	ERR124223
6	6	313	proA	ERR129168
12	10	90	proA	ERR124310,ERR129048,ERR065309,ERR124305,ERR129111,ERR124253,ERR065316,ERR124217,ERR124266,ERR069757,ERR129145
12	16c	90	proA	ERR069808
6	16f	12	proA	ERR069840
9	1	183	group_577	ERR124256,ERR069809,ERR068048,ERR124285,ERR124265,ERR065347,ERR129201
9	16c	183	group_577	ERR124218,ERR124306,ERR065312
9	2	183	group_577	ERR065326,ERR069752,ERR129214,ERR068046,ERR068040,ERR067986,ERR069760,ERR124242,ERR069837
9	3	183	group_577	ERR129026
9	5	183	group_577	ERR129105,ERR129196,ERR129195,ERR129144,ERR129077,ERR124320,ERR069818,ERR129053,ERR068010,ERR129182,ERR069799
9	16g	183	group_577	ERR068016,ERR065304,ERR067991,ERR124230
9	16h	183	group_577	ERR124252,ERR067982
9	16b	183	group_577	ERR129028,ERR129102,ERR129083,ERR129216,ERR129136,ERR129071,ERR129202,ERR129138,ERR129103
9	13	183	group_577	ERR069709,ERR068001,ERR068005,ERR065353,ERR065953,ERR069710,ERR129027,ERR068004,ERR124223,ERR069734,ERR129092,ERR069759,ERR069827,ERR069788,ERR069784,ERR068043,ERR129115,ERR067979
9	16c	4	group_126	ERR065321
9	9	27	group_126	ERR068015,ERR129100
16c	6	86	group_276	ERR069786
16c	16c	86	group_276	ERR065325,ERR065960,ERR129050,ERR065299
16c	9	86	group_276	ERR069743
16c	8	11	group_276	ERR129175
16c	16h	11	rpiA	ERR069785,ERR129162,ERR124252,ERR067982,ERR065958,ERR069797,ERR069821
16c	16h	20	rpiA	ERR069785
6	16c	18	group_9	ERR129044,ERR129194
6	16a	18	group_9	ERR069750
16c	15	617	group_4386	ERR124222,ERR129075,ERR069843,ERR124255,ERR065973,ERR069720,ERR068035,ERR129062,ERR124233,ERR068036,ERR129036,ERR129031,ERR129049,ERR067990,ERR129193
16h	8	345	group_1085	ERR069761
12	16f	434	group_1085	ERR069840
16g	16d	120	group_1085	ERR065957
16c	9	243	mshD_1	ERR129065,ERR129029,ERR129107,ERR124287,ERR129155,ERR129146,ERR129052,ERR129076,ERR129055,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR067976,ERR065307,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR065306,ERR065313,ERR129082,ERR069743,ERR067980,ERR065955,ERR065322,ERR129208,ERR129205,ERR069694,ERR124245,ERR069736,ERR129098,ERR065339,ERR124238,ERR067973,ERR065331,ERR129141,ERR129133,ERR065348,ERR129171,ERR129122,ERR129100
16c	8	243	mshD_1	ERR129081
16c	16h	243	mshD_1	ERR129162,ERR065958
16c	3	243	mshD_1	ERR065293,ERR068042,ERR129054
7	9	385	group_2023	ERR129065,ERR129029,ERR069826,ERR124287,ERR129146
16c	16a	342	group_2023	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
7	16b	385	group_2023	ERR129102
16c	1	342	group_2023	ERR069823,ERR067964,ERR069835,ERR069746,ERR069812,ERR065292,ERR065967,ERR065344,ERR065962,ERR069755,ERR069765,ERR124231,ERR069732,ERR065330,ERR069719,ERR069770,ERR069721,ERR069740
16c	16c	342	group_2023	ERR124218,ERR124258,ERR124306,ERR065312
7	16c	385	group_2023	ERR129187,ERR068014,ERR129094
7	12	385	group_2023	ERR065974,ERR065341,ERR129130
16c	2	342	group_2023	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR067968,ERR129177,ERR069839,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
7	16g	385	group_2023	ERR069742,ERR065294,ERR065352
16c	1	146	tsaD	ERR069823,ERR067964,ERR069835,ERR069746,ERR069812,ERR065292,ERR065967,ERR065344,ERR065962,ERR069755,ERR069765,ERR124231,ERR069732,ERR065330,ERR069719,ERR069770,ERR069721,ERR069740
16c	2	146	tsaD	ERR069702
16d	2	311	group_965	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727
16d	16b	311	group_965	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
16d	16c	311	group_965	ERR129045
16b	16b	13	ribX	ERR069824,ERR069729,ERR069772,ERR069806,ERR069730,ERR069816,ERR065956
16b	2	13	ribX	ERR129093
16b	16g	13	ribX	ERR068016,ERR065304,ERR065959
16b	16c	13	ribX	ERR068009
16b	9	13	ribX	ERR129065,ERR129029,ERR129052,ERR124219,ERR069800,ERR065966,ERR069790,ERR065355,ERR069736,ERR065331,ERR129171
16c	9	105	group_1817	ERR069830
6	16f	20	rsuA_1	ERR124226,ERR129064,ERR069769
6	5	20	rsuA_1	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR129077,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182,ERR069799
6	16b	20	rsuA_1	ERR124311,ERR129057,ERR065290,ERR129135
8	6	161	group_698	ERR129042,ERR069708,ERR124308,ERR065303,ERR068023
8	13	161	group_698	ERR065953
8	16c	161	group_698	ERR069773,ERR069764,ERR065302,ERR129040,ERR068039,ERR129124,ERR065321,ERR129188,ERR069775
8	8	161	group_698	ERR065970,ERR069751,ERR067974,ERR129121,ERR129174,ERR129125
8	16d	161	group_698	ERR069735,ERR065295
14	12	15	group_1539	ERR067993,ERR069803,ERR069841
12	2	53	dapB	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR067968,ERR129177,ERR069839,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
12	1	53	dapB	ERR069823,ERR069835,ERR069746,ERR069812,ERR065292,ERR065967,ERR065344,ERR065962,ERR069755,ERR069765,ERR124231,ERR065330,ERR069719,ERR069770,ERR069721,ERR069740
12	16c	53	dapB	ERR069820,ERR129181,ERR129084
12	16a	53	dapB	ERR069814,ERR068007,ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
12	16b	53	dapB	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
12	8	53	dapB	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR065287,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687,ERR069817,ERR129207,ERR129160,ERR129170,ERR068044,ERR129112,ERR068017,ERR124269,ERR069717,ERR067974,ERR129108,ERR069711,ERR129059,ERR067960,ERR068050,ERR129032,ERR065317,ERR069774,ERR069829,ERR129120,ERR129197,ERR069696,ERR129072,ERR067984,ERR068045,ERR069781,ERR129186,ERR069805,ERR124220,ERR129183,ERR068034,ERR069691,ERR129153,ERR124281,ERR124267,ERR069745,ERR129081,ERR129142,ERR124284,ERR129175,ERR124263,ERR069704,ERR129025,ERR129209,ERR069761,ERR129034,ERR069828,ERR129046,ERR124225,ERR068011,ERR065288,ERR129091,ERR129118,ERR065291,ERR129121,ERR129123,ERR129174,ERR065337,ERR124251,ERR065975,ERR124234,ERR068038,ERR129125,ERR069705,ERR065328,ERR124313,ERR069758,ERR124280,ERR129033,ERR069684,ERR129190,ERR069753,ERR069776,ERR069794,ERR065340,ERR068024,ERR065323,ERR065319,ERR124270
13	16c	185	group_1522	ERR124218,ERR124306,ERR065312
6	16c	688	group_1522	ERR129084,ERR069820
6	16b	688	group_1522	ERR065315
16b	16b	794	group_1522	ERR129103
6	16g	688	group_1522	ERR068016,ERR065304,ERR065959,ERR067991
6	16e	688	group_1522	ERR067975
16b	4	794	group_1522	ERR069686
13	8	185	group_1522	ERR068044
6	4	688	group_1522	ERR069686
6	14	688	group_1522	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825
16c	16c	83	group_748	ERR124218,ERR069722,ERR065349,ERR068022
4	2	441	group_748	ERR068041
4	15	441	group_748	ERR065973,ERR124222,ERR129075,ERR069843,ERR124255,ERR069720,ERR068035,ERR129062,ERR124233,ERR068036,ERR129036,ERR129031,ERR129049,ERR067990,ERR129193
16c	16c	282	group_748	ERR069808
4	16d	441	group_748	ERR065295
11	2	56	group_748	ERR068041
4	1	441	group_748	ERR124256,ERR069809,ERR068048,ERR065350,ERR069731,ERR065347,ERR129201
16c	2	83	group_748	ERR068041
4	9	441	group_748	ERR124287,ERR129146,ERR129055,ERR067976,ERR129082,ERR129205,ERR129133
4	16h	441	group_748	ERR069785,ERR124252,ERR069797,ERR069821
9	10	220	nanA_2	ERR129039
9	16c	220	nanA_2	ERR069773,ERR065302,ERR129040,ERR069820,ERR068039,ERR129181,ERR129124,ERR065321,ERR129188,ERR129056,ERR069775
9	9	220	nanA_2	ERR129065,ERR129029,ERR069826,ERR129107,ERR124287,ERR129155,ERR129146,ERR129052,ERR129076,ERR129055,ERR069780,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR067976,ERR065307,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR065306,ERR065313,ERR129082,ERR069743,ERR067980,ERR065322,ERR129208,ERR129205,ERR069694,ERR124245,ERR129192,ERR069736,ERR129098,ERR065339,ERR124238,ERR067973,ERR065331,ERR129141,ERR129133,ERR065348,ERR129171,ERR129122,ERR129100
9	12	220	nanA_2	ERR069803,ERR069841
16g	3	46	group_1593	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
16g	16d	6	group_1593	ERR065957
16g	6	46	group_1593	ERR129042,ERR124235,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023
16c	13	41	group_1593	ERR124223
16b	13	78	group_1593	ERR124223
16g	16c	6	group_1593	ERR069764
16g	10	46	group_1593	ERR124310,ERR129048,ERR065309,ERR124305,ERR129111,ERR124253,ERR065316,ERR124217,ERR124266,ERR069757,ERR129145
16g	16d	61	group_1593	ERR065957
16g	16c	61	group_1593	ERR069764
8	6	1063	group_2938	ERR129168
8	16c	1063	group_2938	ERR124289
8	16d	1063	group_2938	ERR069819
8	13	1063	group_2938	ERR129115
12	1	34	group_1387	ERR124285
11	16c	469	group_737	ERR124218,ERR124306
15	3	21	priA	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
15	14	21	priA	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
15	2	21	priA	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR067968,ERR129177,ERR069839,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
15	5	21	priA	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182
15	16a	21	priA	ERR069814,ERR068007,ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
15	16d	21	priA	ERR069735,ERR069819,ERR065295,ERR069782,ERR069813,ERR069838
15	6	21	priA	ERR069685,ERR069798,ERR065971,ERR129168,ERR129172,ERR065969,ERR069779
15	16c	21	priA	ERR069773,ERR065302,ERR129040,ERR068039,ERR129181,ERR129124,ERR065321,ERR129188,ERR129056,ERR069775
1	12	512	ftsY	ERR065974,ERR065341,ERR129130
1	4	512	ftsY	ERR069738,ERR068037
1	10	512	ftsY	ERR124310
1	16b	512	ftsY	ERR069824,ERR069729
1	16c	512	ftsY	ERR124271,ERR129041,ERR124289,ERR124309,ERR129184,ERR065318
1	6	512	ftsY	ERR069685
1	1	512	ftsY	ERR069823,ERR124256,ERR069712,ERR069809,ERR068048,ERR067964,ERR069835,ERR065350
1	16a	512	ftsY	ERR069814,ERR068007
1	2	512	ftsY	ERR129037,ERR067985,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159
1	3	512	ftsY	ERR065332
16c	15	726	epsL	ERR068003
16c	16h	258	group_4428	ERR124252,ERR067982
16c	16b	258	group_4428	ERR129102,ERR129071
16c	6	258	group_4428	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023
16c	3	258	group_4428	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
5	16f	251	group_3346	ERR124226,ERR069769
5	16h	251	group_3346	ERR129162,ERR065958
6	16c	26	sulD	ERR129044,ERR129194
6	16b	26	sulD	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
6	16b	36	sulD	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
6	16c	36	sulD	ERR129044,ERR129194
16c	1	241	group_7264	ERR069712,ERR129051,ERR065968,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR124265,ERR129113,ERR068013,ERR124304,ERR124282,ERR129058,ERR124237
16c	16b	239	group_2235	ERR129151,ERR069815
16c	1	239	group_2235	ERR069823,ERR067964,ERR069835,ERR069746,ERR069812,ERR065292,ERR065967,ERR065344,ERR065962,ERR069755,ERR069765,ERR124231,ERR069732,ERR065330,ERR069719,ERR069770,ERR069721,ERR069740
16c	16a	239	group_2235	ERR129212
16b	8	196	group_2235	ERR068011
16c	16d	239	group_2235	ERR069735
16b	16c	196	group_2235	ERR129044
16c	16c	239	group_2235	ERR069722,ERR065349,ERR068022
16c	8	239	group_2235	ERR069795,ERR065970,ERR069751,ERR069711,ERR067960,ERR069691
16b	6	224	group_372	ERR069786
16c	16d	385	group_2180	ERR065957
8	15	238	group_2180	ERR069706,ERR068003
15	15	1121	group_2180	ERR069843,ERR065973
11	16h	722	group_2180	ERR069785,ERR067982,ERR069797,ERR069821
8	16d	238	group_2180	ERR069735,ERR065957
11	15	722	group_2180	ERR124222,ERR129075
11	5	722	group_2180	ERR065301,ERR065342,ERR124320,ERR069818,ERR069799
16c	14	385	group_2180	ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
15	14	265	group_2180	ERR069700
15	16d	54	group_2180	ERR065957
11	16d	231	group_2180	ERR069735,ERR069838
12	15	156	group_4827	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036
12	16a	115	group_4827	ERR129212,ERR069814,ERR068007,ERR069748
12	16d	156	group_4827	ERR069735,ERR069819,ERR069782,ERR069813,ERR065957,ERR069838
12	16a	156	group_4827	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701
12	13	156	group_4827	ERR124223
12	2	115	group_4827	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214
12	1	184	group_4827	ERR069823,ERR067964,ERR069835,ERR069746,ERR069812,ERR065292,ERR065967,ERR065344,ERR065962,ERR069755,ERR069765,ERR124231,ERR069732,ERR065330,ERR069719,ERR069770,ERR069721,ERR069740
12	16c	184	group_4827	ERR069764,ERR069820,ERR129084,ERR069808
12	14	156	group_4827	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128
12	4	156	group_4827	ERR069738
12	3	115	group_4827	ERR065332
12	16e	156	group_4827	ERR067975
12	16h	156	group_4827	ERR069785,ERR129162,ERR124252,ERR067982
12	10	115	group_4827	ERR124310
12	16e	184	group_4827	ERR067975
12	16g	156	group_4827	ERR068016,ERR129066,ERR065304,ERR065959,ERR069742,ERR067991,ERR065294,ERR129038
12	16f	184	group_4827	ERR069840
12	9	115	group_4827	ERR129065,ERR129029,ERR129107,ERR124287,ERR129155,ERR129146
12	7	156	group_4827	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243
12	13	184	group_4827	ERR069709,ERR068001,ERR068005,ERR065353,ERR065953,ERR069710,ERR129027,ERR068004,ERR069734,ERR129092,ERR069759,ERR069827,ERR069741,ERR069788,ERR069784,ERR068043,ERR129115,ERR067979
12	16c	156	group_4827	ERR069773,ERR069764,ERR065302,ERR129040,ERR124271,ERR129044,ERR124218,ERR069820,ERR068039,ERR129041,ERR129045,ERR124289,ERR124309,ERR069722,ERR129124,ERR129184,ERR065321
12	16b	156	group_4827	ERR069824,ERR129028,ERR129102,ERR069729,ERR129083,ERR129216,ERR069772,ERR069806,ERR129136,ERR065315,ERR129071,ERR129151
12	4	184	group_4827	ERR068037,ERR069686,ERR069688,ERR067996,ERR065343,ERR067995,ERR065338,ERR069778,ERR124318,ERR067987
12	9	184	group_4827	ERR069826,ERR069780
12	1	156	group_4827	ERR069712,ERR129164,ERR129088,ERR067981,ERR129051,ERR065968,ERR129158,ERR068012,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR069683,ERR124285,ERR129126
12	14	184	group_4827	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
12	10	156	group_4827	ERR068025,ERR069811,ERR129152,ERR124310,ERR065327,ERR129048,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305,ERR129111,ERR124253,ERR124254,ERR065298,ERR129203,ERR065316,ERR124217,ERR124266,ERR124264
12	16f	156	group_4827	ERR124226,ERR129064,ERR069769
12	8	156	group_4827	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR065287,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687,ERR069817,ERR129207,ERR129160,ERR129170,ERR068044,ERR129112,ERR068017,ERR124269,ERR069717,ERR067974,ERR129108,ERR069711,ERR129059,ERR067960,ERR068050,ERR129032,ERR065317,ERR069774,ERR069829,ERR129120,ERR129197,ERR069696,ERR129072,ERR067984,ERR068045,ERR069781,ERR129186,ERR069805,ERR124220,ERR129183,ERR068034,ERR069691,ERR129153,ERR124281,ERR124267,ERR069745,ERR129081,ERR129142,ERR124284,ERR129175,ERR124263,ERR069704,ERR129025,ERR129209,ERR069761,ERR129034,ERR069828,ERR129046,ERR124225,ERR068011
12	10	184	group_4827	ERR129048,ERR065309,ERR124305,ERR129111,ERR124253,ERR065316,ERR124217,ERR124266,ERR069757,ERR129145
12	16c	115	group_4827	ERR124247
12	6	156	group_4827	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR069798,ERR124308,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR129172,ERR124294
12	1	115	group_4827	ERR124256,ERR069809,ERR068048,ERR065350
16c	6	209	group_1066	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235
16c	4	209	group_1066	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307
6	13	168	group_1066	ERR068005,ERR069759
16c	8	209	group_1066	ERR124295,ERR069795,ERR124229
16c	16c	209	group_1066	ERR124247,ERR069773,ERR069764,ERR065302,ERR129040
16c	15	209	group_1066	ERR124255
16c	16d	209	group_1066	ERR069735
16c	16b	209	group_1066	ERR069824,ERR129102
16c	16g	209	group_1066	ERR124244
16c	10	209	group_1066	ERR068025,ERR069811,ERR129152,ERR124310,ERR124253
16c	2	209	group_1066	ERR129159,ERR129154,ERR124302,ERR069707,ERR124298
13	6	70	group_1309	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR069708,ERR129167,ERR124308,ERR065303,ERR068023
13	16a	70	group_1309	ERR124257,ERR129185,ERR067972
13	16h	70	group_1309	ERR129162,ERR065958
13	13	70	group_1309	ERR068001
8	13	185	group_1309	ERR068001
16h	1	126	secY_2	ERR069712,ERR129164,ERR067981,ERR129051,ERR065968,ERR129158,ERR068012,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR069683,ERR129126,ERR124265,ERR129113,ERR068013,ERR124304,ERR124282,ERR129058,ERR129199,ERR124237
6	16h	224	group_718	ERR129162,ERR067982,ERR065958
6	12	224	group_718	ERR065974,ERR065341,ERR129130,ERR065965,ERR124278,ERR065289,ERR065296
6	16g	224	group_718	ERR068016,ERR129066,ERR065304,ERR065959,ERR067991,ERR129038,ERR124230
6	16a	224	group_718	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
6	6	224	group_718	ERR069685,ERR069798,ERR065971,ERR129168,ERR129172,ERR065969,ERR069779
